newspaper_name,city,state,state_full
Rochester Sentinel The,Rochester,Ind.,Indiana
Custer County Chief,Broken Bow,Neb.,Nebraska
York Weekly,York,N.H.,New Hampshire
Oscoda Press,Oscoda,Mich.,Michigan
Cannon Falls Beacon,Cannon Falls,Minn.,Minnesota
Shoshone News-Press/ N Idaho Sunday,Kellogg,Idaho,Idaho
Clay Times-Journal,Lineville,Ala.,Alabama
Milford Daily News,Milford,Mass.,Massachusetts
Haralson Gateway Beacon,Haralson,Ga.,Georgia
Lincoln County News,Chandler,Okla.,Oklahoma
McCreary County RecordThe,Whitley City,Ky.,Kentucky
Post,Big Stone Gap,Va.,Virginia
Uintah Basin Standard,Roosevelt,Utah,Utah
Syosset/Jericho Tribune,Jericho,N.Y.,New York
Our Town,Maywood,N.J.,New Jersey
Harlan Tribune,Harlan,Iowa,Iowa
Tupper Lake Free Press,Tupper Lake,N.Y.,New York
Jackson County Floridan,Marianna,Fla.,Florida
Lewistown News-Argus,Lewistown,Mont.,Montana
Haverhill Gazette,Haverhill,Mass.,Massachusetts
Advance News,Pharr,Texas,Texas
Holmes County Times-Advertiser,Bonifay,Fla.,Florida
Bourbon County Review,Fort Scott,Kan.,Kansas
York County Coast Star The,Kennebunk,Maine,Maine
Chronicle,Glens Falls,N.Y.,New York
Magee Courier,Magee,Miss.,Mississippi
Anaconda Leader,Anaconda,Mont.,Montana
Mt Carmel Register,Mt. Carmel,Ill.,Illinois
Daily Reporter & Sunday Spectator,Wellsville,N.Y.,New York
Cuba Patriot & Free Press,Cuba,N.Y.,New York
Brady Standard,Brady,Texas,Texas
Moose Lake Star Gazette,Moose Lake,Minn.,Minnesota
Crittenden Press,Marion,Ky.,Kentucky
Pacifica Tribune,Pacifica,Calif.,California
Jeff Davis Ledger,Hazlehurst,Ga.,Georgia
Alleghany News,Sparta,N.C.,North Carolina
Gloucester City News,Gloucester City,N.J.,New Jersey
Presque Isle County Advance,Rogers City,Mich.,Michigan
Beverly Citizen,Beverly,Mass.,Massachusetts
Brown County Democrat,Nashville,Ind.,Indiana
Telluride Daily Planet,Telluride,Colo.,Colorado
Clearlake Observer-American,Clearlake,Calif.,California
Egg Harbor News,Egg Harbor,N.J.,New Jersey
Cooperstown Crier,Cooperstown,N.Y.,New York
Whitefish Pilot,Whitefish,Mont.,Montana
Saucon News,Quakertown,Pa.,Pennsylvania
Madison County Journal,Madison,Miss.,Mississippi
Molalla Pioneer,Molalla,Ore.,Oregon
Hinsdale Suburban Life,Hinsdale,Ill.,Illinois
Belle Plaine Herald,Belle Plaine,Minn.,Minnesota
Perry County Times,New Bloomfield,Pa.,Pennsylvania
Shinnston News & Harrison County Journal,Shinnston,W.Va.,West Virginia
Daily Chief-Union,Upper Sandusky,Ohio,Ohio
Park Ridge Herald-Advocate,Park Ridge,Ill.,Illinois
Sylvester Local News,Sylvester,Ga.,Georgia
Oklahoma City Friday,Oklahoma City,Okla.,Oklahoma
King City Rustler,King City,Calif.,California
Humboldt Independent,Humboldt,Iowa,Iowa
Daily Sun-News,Sunnyside,Wash.,Washington
Item of Millburn & Short Hills The,Millburn,N.J.,New Jersey
Daily World,Opelousas,La.,Louisiana
Cameron County Echo,Emporium,Pa.,Pennsylvania
Concord Journal The,Concord,Mass.,Massachusetts
Becker County Record,Detroit Lakes,Minn.,Minnesota
Whitman County Gazette,Colfax,Wash.,Washington
Molokai Dispatch The,Kaunakakai,Hawaii,Hawaii
Jackson County Herald/Tribune,Edna,Texas,Texas
Franklin County Times,Russellville,Ala.,Alabama
Polk County News/Citizen Advance,Benton,Tenn.,Tennessee
Tryon Daily Bulletin,Tryon,N.C.,North Carolina
Kingfisher Times & Free Press,Kingfisher,Okla.,Oklahoma
Salem Times Register,Salem,Va.,Virginia
Du Quoin Evening Call,Du Quoin,Ill.,Illinois
Fort Bragg Advocate-News,Fort Bragg,Calif.,California
Canton Daily Ledger,Canton,Ill.,Illinois
Forest Press,Tionesta,Pa.,Pennsylvania
Blair Enterprise,Blair,Neb.,Nebraska
Winthrop News,Winthrop,Iowa,Iowa
Buffalo Bulletin,Buffalo,Wyo.,Wyoming
Valley Reporter The,Waitsfield,Vt.,Vermont
Leesville Daily Leader The,Leesville,La.,Louisiana
Simpson County News,Mendenhall,Miss.,Mississippi
Christian County Headliner News,Ozark,Mo.,Missouri
Orland Township Messenger,Orland Park,Ill.,Illinois
Daily Register,Portage,Wisc.,Wisconsin
Daily Times,Pryor,Okla.,Oklahoma
Clarke County Tribune,Quitman,Miss.,Mississippi
Sumter County Times,Bushnell,Fla.,Florida
Cape May Gazette,Cape May,N.J.,New Jersey
Lee County Ledger,Leesburg,Ga.,Georgia
Algona Upper Des Moines,Algona,Iowa,Iowa
Douglas County Herald,Ava,Mo.,Missouri
Ontonagon Herald,Ontonagon,Mich.,Michigan
Washington County News,Chipley,Fla.,Florida
Lockhart Post-Register,Lockhart,Texas,Texas
Williams-Grand Canyon News,Williams,Ariz.,Arizona
Ipswich Chronicle,Ipswich,Mass.,Massachusetts
Cannon Courier,Woodbury,Tenn.,Tennessee
Bristol Phoenix,Bristol,R.I.,Rhode Island
Clarion Wright County Monitor,Clarion,Iowa,Iowa
Central Oregonian,Prineville,Ore.,Oregon
Star,Sun Prairie,Wisc.,Wisconsin
West Linn Tidings,Lake Oswego,Ore.,Oregon
Lexington Minuteman,Lexington,Mass.,Massachusetts
Clark County Press,Neillsville,Wisc.,Wisconsin
News Progress,Sullivan,Ill.,Illinois
Carroll County Comet,Flora,Ind.,Indiana
Stratford Star,Stratford,Conn.,Connecticut
Hamilton County Herald,Chattanooga,Tenn.,Tennessee
La Junta Tribune-Democrat,La Junta,Colo.,Colorado
Hampton Union The,Hampton,N.H.,New Hampshire
Diboll Free Press,Diboll,Texas,Texas
Winona Times,Winona,Miss.,Mississippi
Copperas Cove Leader-Press,Copperas Cove,Texas,Texas
Detroit Lakes Tribune,Detroit Lakes,Minn.,Minnesota
Madison County Carrier,Madison,Fla.,Florida
Madison Enterprise-Recorder,Madison,Fla.,Florida
Adel News Tribune,Adel,Ga.,Georgia
Clarke County Democrat,Grove Hill,Ala.,Alabama
Thomasville Times,Thomasville,Ala.,Alabama
Au-Authm Action,Scottsdale,Ariz.,Arizona
Marlow Review,Marlow,Okla.,Oklahoma
Elk City Daily News,Elk City,Okla.,Oklahoma
Randolph Guide,Asheboro,N.C.,North Carolina
Cumberland County News,Burkesville,Ky.,Kentucky
Harrisburg Daily Register,Harrisburg,Ill.,Illinois
Glenville Democrat,Glenville,W.Va.,West Virginia
Mason Valley News/Leader-Courier,Yerington,Nev.,Nevada
Centralia Fireside Guard,Centralia,Mo.,Missouri
Landmark,Platte City,Mo.,Missouri
Eagle Valley Enterprise,Eagle,Colo.,Colorado
Rushville Times,Rushville,Ill.,Illinois
News-Gazette The,Winchester,Ind.,Indiana
Merrick Beacon,Merrick,N.Y.,New York
Canton Independent Sentinel,Canton,Pa.,Pennsylvania
Gazette,Jefferson,Ohio,Ohio
Depew Bee,Depew,N.Y.,New York
Oxford Leader,Oxford,Mich.,Michigan
Cheney Free Press,Cheney,Wash.,Washington
Victor Post,Victor,N.Y.,New York
Estes Park Trail-Gazette,Estes Park,Colo.,Colorado
Paxton Record,Paxton,Ill.,Illinois
Madras Pioneer,Madras,Ore.,Oregon
Smith County Reformer,Raleigh,Miss.,Mississippi
Hancock Clarion,Hawesville,Ky.,Kentucky
Weirton Daily Times,Weirton,W.Va.,West Virginia
Baraboo News-Republic,Baraboo,Wisc.,Wisconsin
Glenside News,Glenside,Pa.,Pennsylvania
Westport News,Westport,Conn.,Connecticut
Polk County Standard,Cedartown,Ga.,Georgia
Bald Knob Banner,Bald Knob,Ark.,Arkansas
Olney Daily Mail,Olney,Ill.,Illinois
Grant County Review,Milbank,S.D.,South Dakota
Idaho County Free Press,Grangeville,Idaho,Idaho
Juniata Sentinel,Mifflintown,Pa.,Pennsylvania
Tri-Town Transcript,Topsfield,Mass.,Massachusetts
Sand Springs Leader,Sand Springs,Okla.,Oklahoma
Alden Advertiser,Alden,N.Y.,New York
Daily Dunklin Democrat,Kennett,Mo.,Missouri
Devils Lake Journal,Devils Lake,N.D.,North Dakota
Blackshear Times,Blackshear,Ga.,Georgia
Humboldt Sun The,Winnemucca,Nev.,Nevada
Willard Times-Junction,Willard,Ohio,Ohio
Northern Kittitas County Tribune,Cle Elum,Wash.,Washington
Seward County Independent,Seward,Neb.,Nebraska
Lancaster Bee,Lancaster,N.Y.,New York
Evergreen Courant,Evergreen,Ala.,Alabama
Valley Roadrunner,Valley Center,Calif.,California
Caswell Messenger,Yanceyville,N.C.,North Carolina
Marquette County Tribune,Montello,Wisc.,Wisconsin
Forest City News,Forest City,Pa.,Pennsylvania
Warren Sentinel,Front Royal,Va.,Virginia
Sussex Countian,Georgetown,Del.,Delaware
Pageland Progressive-Journal,Pageland,S.C.,South Carolina
Wareham Courier,Wareham,Mass.,Massachusetts
Grafton News The,Grafton,Mass.,Massachusetts
Middleton Times-Tribune,Middleton,Wisc.,Wisconsin
Cazenovia Republican,Cazenovia,N.Y.,New York
Gilmer Mirror,Gilmer,Texas,Texas
Verona-Cedar Grove Times,Verona,N.J.,New Jersey
Canton Citizen,Canton,Mass.,Massachusetts
Ramsey Suburban News,Ridgewood,N.J.,New Jersey
Milford Mirror,Milford,Conn.,Connecticut
Morris Herald-News,Morris,Ill.,Illinois
Clinton Daily News,Clinton,Okla.,Oklahoma
Salyersville Independent,Salyersville,Ky.,Kentucky
Cold Spring Record,Cold Spring,Minn.,Minnesota
Troy Times-Tribune,Troy,Ill.,Illinois
Clinton County News,Albany,Ky.,Kentucky
DeQuincy News,DeQuincy,La.,Louisiana
Jacksonville Daily Progress,Jacksonville,Texas,Texas
Madison County Herald,Canton,Miss.,Mississippi
Forney Messenger,Forney,Texas,Texas
Farmerville Gazette,Farmerville,La.,Louisiana
Warren Eagle Democrat,Warren,Ark.,Arkansas
Vernon Daily Record The,Vernon,Texas,Texas
Paris Express,Paris,Ark.,Arkansas
Indian Journal,Eufaula,Okla.,Oklahoma
Citizen Voice & Times,Irvine,Ky.,Kentucky
Daily Republican The,Marion,Ill.,Illinois
McPherson Sentinel,McPherson,Kan.,Kansas
Windsor Times,Windsor,Calif.,California
Greenup County News-Times,Greenup,Ky.,Kentucky
Liberty Bee-Times,Liberty,Ill.,Illinois
Landmark,Oak Park,Ill.,Illinois
Cass City Chronicle,Cass City,Mich.,Michigan
Bethel Citizen The,Bethel,Maine,Maine
River Falls Journal,River Falls,Wisc.,Wisconsin
Original Irregular,Kingfield,Maine,Maine
Carbon County News,Red Lodge,Mont.,Montana
Newberry News,Newberry,Mich.,Michigan
Turtle Mountain Star,Rolla,N.D.,North Dakota
Times,Port Royal,Pa.,Pennsylvania
Spencer Evening World,Spencer,Ind.,Indiana
York News-Times,York,Neb.,Nebraska
Burleson Star,Burleson,Texas,Texas
Winterset Madisonian,Winterset,Iowa,Iowa
San Augustine Tribune,San Augustine,Texas,Texas
Blue Mountain Eagle,John Day,Ore.,Oregon
Stone County Enterprise,Wiggins,Miss.,Mississippi
Voice News,Hickman,Neb.,Nebraska
Nutley Sun,Nutley,N.J.,New Jersey
Sulphur Times-Democrat,Sulphur,Okla.,Oklahoma
Highlander,Highlands,N.C.,North Carolina
Lake County Banner,Tiptonville,Tenn.,Tennessee
Rossford Record Journal,Rossford,Ohio,Ohio
Sierra Star,Oakhurst,Calif.,California
Warren County Journal,Warrenton,Mo.,Missouri
Eagle Observer,Marcellus,N.Y.,New York
Wills Point Chronicle,Wills Point,Texas,Texas
Belmont Mt Holly Banner News,Belmont,N.C.,North Carolina
Gadsden County Times,Quincy,Fla.,Florida
Waunakee Tribune,Waunakee,Wisc.,Wisconsin
News Record,Wanamingo,Minn.,Minnesota
Citizen,White Bear Lake,Minn.,Minnesota
Vadnais Heights Press,Vadnais Heights,Minn.,Minnesota
Shoreline Times,Madison,Conn.,Connecticut
Licking Valley Courier,West Liberty,Ky.,Kentucky
Salem Times-Commoner,Salem,Ill.,Illinois
Deming Headlight,Deming,N.M.,New Mexico
Pineville Sun-Cumberland Courier,Pineville,Ky.,Kentucky
Bremerton Patriot,Bremerton,Wash.,Washington
Silverton Appeal Tribune,Silverton,Ore.,Oregon
Frio-Nueces Current,Pearsall,Texas,Texas
Skaneateles Press,Skaneateles,N.Y.,New York
Chisago County Press,Lindstrom,Minn.,Minnesota
Leslie County News,Hyden,Ky.,Kentucky
Illinois Valley News,Cave Junction,Ore.,Oregon
Graham Star,Graham,N.C.,North Carolina
Newcomerstown News,Newcomerstown,Ohio,Ohio
Holt County Independent,O'Neill,Neb.,Nebraska
Archdale Trinity News,Archdale,N.C.,North Carolina
Chicago Ridge Citizen,Midlothian,Ill.,Illinois
Herald Review,Reed City,Mich.,Michigan
McDowell News,Marion,N.C.,North Carolina
Independent Coast Observer,Gualala,Calif.,California
News Enterprise,North Creek,N.Y.,New York
Russellville News Democrat  & Leader,Russellville,Ky.,Kentucky
Times,Pawtucket,R.I.,Rhode Island
Milton Courier,Milton,Wisc.,Wisconsin
Lauderdale Voice,Ripley,Tenn.,Tennessee
Deerfield Valley News,West Dover,Vt.,Vermont
Immokalee Bulletin,Immokalee,Fla.,Florida
Franklin Banner-Tribune,Franklin,La.,Louisiana
Donalsonville News,Donalsonville,Ga.,Georgia
Marksville Weekly News,Marksville,La.,Louisiana
Light and Champion,Center,Texas,Texas
Mineral Wells Index,Mineral Wells,Texas,Texas
Farmersville Times,Farmersville,Texas,Texas
Banner-News The,Magnolia,Ark.,Arkansas
West Alabama Gazette,Millport,Ala.,Alabama
Lincoln Ledger,Star City,Ark.,Arkansas
Parker Pioneer,Parker,Ariz.,Arizona
Tideland News,Swansboro,N.C.,North Carolina
Independent,Edgewood,N.M.,New Mexico
Tribune,Bethany,Okla.,Oklahoma
News-Leader,Decatur,Tenn.,Tennessee
Smithville Review,Smithville,Tenn.,Tennessee
Perkins Journal,Perkins,Okla.,Oklahoma
Perryton Herald,Perryton,Texas,Texas
Pawhuska Journal-Capital,Pawhuska,Okla.,Oklahoma
Cairo Citizen,Cairo,Ill.,Illinois
Springfield Sun,Springfield,Ky.,Kentucky
Clay County Free Press,Clay,W.Va.,West Virginia
Osawatomie Graphic,Osawatomie,Kan.,Kansas
Lee's Summit Tribune,Lee's Summit,Mo.,Missouri
Greene County Daily World,Linton,Ind.,Indiana
Lincoln Sentinel-Republican,Lincoln,Kan.,Kansas
Belleville Telescope,Belleville,Kan.,Kansas
Brookville Star,Brookville,Ohio,Ohio
Crete News,Crete,Neb.,Nebraska
Home News,Bath,Pa.,Pennsylvania
Herald Journal,Monticello,Ind.,Indiana
Mountain Echo,Fall River Mills,Calif.,California
Knoxville Journal-Express,Knoxville,Iowa,Iowa
Glendale Heights Press,Glendale Heights,Ill.,Illinois
Waltham Daily News Tribune,Waltham,Mass.,Massachusetts
Stoneham Independent The,Stoneham,Mass.,Massachusetts
Wind River News,Riverton,Wyo.,Wyoming
Dickinson County News,Spirit Lake,Iowa,Iowa
Weekly Observer,Sanford,Maine,Maine
Fox Lake Representative,Fox Lake,Wisc.,Wisconsin
Reporter,Waterboro,Maine,Maine
Jefferson County Journal,Adams,N.Y.,New York
Green Lake Reporter,Green Lake,Wisc.,Wisconsin
Princeton Times-Republic,Princeton,Wisc.,Wisconsin
Berlin Journal,Berlin,Wisc.,Wisconsin
Omro Herald,Omro,Wisc.,Wisconsin
Charlevoix Courier,Charlevoix,Mich.,Michigan
Oregon City News,Oregon City,Ore.,Oregon
Pioneer-Tribune,Manistique,Mich.,Michigan
Seaside Signal,Seaside,Ore.,Oregon
Valley Journal,Halstad,Minn.,Minnesota
Mountain Mail,Salida,Colo.,Colorado
Charlotte Gazette,Drakes Branch,Va.,Virginia
Homer Tribune,Homer,Alaska,Alaska
Azusa Herald Highlander,Azusa,Calif.,California
Banks County News,Jefferson,Ga.,Georgia
Vermilion Photojournal,Vermilion,Ohio,Ohio
Prescott Journal,Prescott,Wisc.,Wisconsin
Ely Echo,Ely,Minn.,Minnesota
Naperville Reporter,Naperville,Ill.,Illinois
Moore County News-Press,Moore,Texas,Texas
Van Buren County Democrat,Clinton,Ark.,Arkansas
Hyattsville/ Port Towns/Riverdale Gazette,Hyattsville,Md.,Maryland
Benton Evening News,Benton,Ill.,Illinois
Daily Sentinel,Pomeroy,Ohio,Ohio
Northern Wyoming Daily News,Worland,Wyo.,Wyoming
Co-op City News,Bronx,N.Y.,New York
Doings Elmhurst,Elmhurst,Ill.,Illinois
Sioux Valley News,Canton,S.D.,South Dakota
Washington Evening Journal,Washington,Iowa,Iowa
Quitman Free Press,Quitman,Ga.,Georgia
Cherokeean/Herald,Rusk,Texas,Texas
Star,North Augusta,S.C.,South Carolina
Community Progress,Scotland Neck,N.C.,North Carolina
New Castle Record The,New Castle,Va.,Virginia
Spencer Magnet,Taylorsville,Ky.,Kentucky
California Democrat,California,Mo.,Missouri
Lexington News,Lexington,Mo.,Missouri
Batesville Herald-Tribune,Batesville,Ind.,Indiana
Pana News-Palladium,Pana,Ill.,Illinois
Colonial News,Fort Washington,Pa.,Pennsylvania
Advance Leader Star,Monroeville,Pa.,Pennsylvania
Ackley World Journal,Ackley,Iowa,Iowa
Richland Observer,Richland Center,Wisc.,Wisconsin
Downeast Coastal Press The,Cutler,Maine,Maine
Cornwall Local,Cornwall,N.Y.,New York
Graham Leader,Graham,Texas,Texas
Cuba Free Press,Cuba,Mo.,Missouri
Tri-City Tribune,Cozad,Neb.,Nebraska
Monticello Express,Monticello,Iowa,Iowa
Morning News,Blackfoot,Idaho,Idaho
Westbury Times,Westbury,N.Y.,New York
Allegan County News,Allegan,Mich.,Michigan
Rockdale Citizen,Conyers,Ga.,Georgia
Kutztown Area Patriot The,Kutztown,Pa.,Pennsylvania
Livingston Ledger,Livingston,Ky.,Kentucky
Redmond Spokesman The,Redmond,Ore.,Oregon
Williston Daily Herald,Williston,N.D.,North Dakota
Ellwood City Ledger,Ellwood City,Pa.,Pennsylvania
McLeod County Chronicle,Glencoe,Minn.,Minnesota
Westmore News,Port Chester,N.Y.,New York
Wakefield Observer,Wakefield,Mass.,Massachusetts
Hopewell Valley News,Hopewell,N.J.,New Jersey
Linn News-Letter,Central City,Iowa,Iowa
Devine News,Devine,Texas,Texas
Gatesville Messenger and Star-Forum,Gatesville,Texas,Texas
Jackson Independent,Jonesboro,La.,Louisiana
Manchester Star-Mercury,Manchester,Ga.,Georgia
Fayette County News,Fayetteville,Ga.,Georgia
McGehee-Dermott Times/News,McGehee,Ark.,Arkansas
Los Angeles Wave - Herald American,Los Angeles,Calif.,California
Clinton Chronicle,Clinton,S.C.,South Carolina
Kenbridge-Victoria Dispatch,Victoria,Va.,Virginia
Craig Daily Press,Craig,Colo.,Colorado
Record-Review,Bedford,N.Y.,New York
Tri-Town News,Sidney,N.Y.,New York
Watertown TAB & Press,Watertown,Mass.,Massachusetts
Montanian,Libby,Mont.,Montana
Bonners Ferry Herald,Bonners Ferry,Idaho,Idaho
Gasconade County Republican,Owensville,Mo.,Missouri
Andalusia Star-News,Andalusia,Ala.,Alabama
Nelson County Times,Lovingston,Va.,Virginia
Grant County Herald Independent,Lancaster,Wisc.,Wisconsin
Mondovi Herald-News,Mondovi,Wisc.,Wisconsin
Alamogordo Daily News,Alamogordo,N.M.,New Mexico
Willowbrook Suburban Life,Willowbrook,Ill.,Illinois
Saint Joseph Newsleader,St Joseph,Minn.,Minnesota
Commercial-Review,Portland,Ind.,Indiana
River Cities Daily Tribune,Marble Falls,Texas,Texas
Oskaloosa Herald,Oskaloosa,Iowa,Iowa
Kenly News,Kenly,N.C.,North Carolina
News-Reporter,Washington,Ga.,Georgia
News-Examiner,Lutcher,La.,Louisiana
Independent,Robertsdale,Ala.,Alabama
Fort Stockton Pioneer,Fort Stockton,Texas,Texas
Belton & Honea Path News-Chronicle,Belton,S.C.,South Carolina
Glades County Democrat,Moore Haven,Fla.,Florida
Fairview Observer,Fairview,Tenn.,Tennessee
North Ridgeville Press,North Ridgeville,Ohio,Ohio
Lakeshore News,Red Creek,N.Y.,New York
Journal of San Juan Islands,Friday Harbor,Wash.,Washington
Litchfield County Times,New Milford,Conn.,Connecticut
Leonia Life,Leonia,N.J.,New Jersey
Weimar Mercury,Weimar,Texas,Texas
Ritchie Gazette & Cairo Standard,Harrisville,W.Va.,West Virginia
McLean County News,Calhoun,Ky.,Kentucky
San Manuel Miner,San Manuel,Ariz.,Arizona
Walworth Fontana Times,Walworth,Wisc.,Wisconsin
Crosby-Ironton Courier,Crosby,Minn.,Minnesota
Wildwood Leader,Wildwood,N.J.,New Jersey
Doings Hinsdale,Hinsdale,Ill.,Illinois
Lamar Democrat,Lamar,Mo.,Missouri
Penfield Post,Penfield,N.Y.,New York
Superior Express The,Superior,Neb.,Nebraska
Review Messenger,Sebeka,Minn.,Minnesota
Ligonier Echo,Ligonier,Pa.,Pennsylvania
Brewton Standard,Brewton,Ala.,Alabama
Vashon-Maury Island Beachcomber,Vashon,Wash.,Washington
Harrodsburg Herald,Harrodsburg,Ky.,Kentucky
Record-Citizen,Bristow,Okla.,Oklahoma
Littleton Independent The,Littleton,Colo.,Colorado
Doings Weekly-Burr Ridge,Burr Ridge,Ill.,Illinois
Opinion-Tribune,Glenwood,Iowa,Iowa
Uinta County Herald,Evanston,Wyo.,Wyoming
Mountain Statesman,Grafton,W.Va.,West Virginia
Smith County Pioneer,Smith Center,Kan.,Kansas
Country Journal,Huntington,Mass.,Massachusetts
ThisWeek Westerville News & Public Opinion,Westerville,Ohio,Ohio
Carlsbad Current-Argus,Carlsbad,N.M.,New Mexico
Raymondville Chronicle & Willacy County News,Raymondville,Texas,Texas
Camilla Enterprise,Camilla,Ga.,Georgia
Petal News,Hattiesburg,Miss.,Mississippi
Madison Journal,Tallulah,La.,Louisiana
Jacksonville News,Jacksonville,Ala.,Alabama
Piedmont Journal,Piedmont,Ala.,Alabama
Cherokee County News-Advocate The,Baxter Springs,Kan.,Kansas
Denair Dispatch,Denair,Calif.,California
Calhoun Chronicle,Grantsville,W.Va.,West Virginia
St Marys OracleThe,St Marys,W.Va.,West Virginia
Logan Daily News,Logan,Ohio,Ohio
Linn County Leader,Brookfield,Mo.,Missouri
Cranford Chronicle,Cranford,N.J.,New Jersey
Muscoda Progressive,Muscoda,Wisc.,Wisconsin
Medina Valley Times,Devine,Texas,Texas
Kewaskum Statesman,Kewaskum,Wisc.,Wisconsin
Montevideo American-News,Montevideo,Minn.,Minnesota
Atchison Daily Globe,Atchison,Kan.,Kansas
Five Cities Times Press Recorder,Arroyo Grande,Calif.,California
Sisseton Courier,Sisseton,S.D.,South Dakota
Fort Scott Tribune/Weekend Herald Tribune,Fort Scott,Kan.,Kansas
Sebree Banner,Sebree,Ky.,Kentucky
Laurel Outlook,Laurel,Mont.,Montana
St Maries Gazette-Record,St Maries,Idaho,Idaho
